gene,importance
AT1G31480,0.0011108240664898289
AT1G07310,0.0011102270224069752
AT1G36390,0.0011101202938714524
AT4G30400,0.0011087394219269104
AT2G41550,0.0011077041381673852
AT5G65440,0.0011073213064045826
AT3G13810,0.0011073021798202267
AT1G68760,0.0011068836294403418
AT5G20270,0.001106800648525263
AT2G33520,0.0011061564120287194
AT1G80570,0.001105543834236863
AT2G36740,0.001104834870648695
AT3G61550,0.0011047259948652568
AT2G43950,0.001104083805952127
AT3G11930,0.0011036419685446668
AT2G36780,0.0011035853775739051
AT5G47650,0.001103183428854151
AT5G50900,0.0011026527065294868
AT1G80720,0.0011022267002012592
AT2G19940,0.0011014453090485658
AT1G47710,0.0011014109737124836
AT1G10200,0.001100954048916155
AT2G27720,0.0011008752186010301
AT1G09390,0.0011008526537496645
AT3G51130,0.0011005494511491748
AT3G60850,0.0011003746479483325
AT1G48920,0.0010997959394398427
AT5G10360,0.0010996721263111368
AT1G14810,0.00109965206971952
AT4G28300,0.0010996162700278927
AT3G06380,0.0010989459960104727
AT5G63570,0.0010975163076861313
AT2G29940,0.0010972563990596623
AT3G54300,0.0010964593045484227
AT3G16950,0.0010956681593758926
AT1G73770,0.0010949373748109239
AT2G25340,0.0010946421573436642
AT3G51620,0.0010939280128477089
AT5G08391,0.0010939148404632542
AT4G33680,0.0010928204933349397
AT1G18720,0.0010928012190469176
AT3G18800,0.0010925580535962281
AT1G64520,0.0010920064951163494
AT1G16780,0.0010918964085882366
AT1G60790,0.0010917834772527972
AT5G52220,0.0010915922208783464
AT4G14440,0.0010911724977769972
AT4G35940,0.0010906781293370737
AT5G45860,0.0010902220120338894
AT3G56110,0.0010898599439430274
AT2G29900,0.001089774724243421
AT3G24040,0.0010886580452670732
AT1G52560,0.0010884733461421956
AT5G36120,0.0010884122787075871
AT2G18915,0.0010882638336993354
AT3G10110,0.0010881378885308469
AT2G46170,0.0010880611343618743
AT4G39570,0.0010877895294953892
AT5G10920,0.001087667947322649
AT1G01430,0.0010866923786366737
AT3G48580,0.0010866587944856523
AT1G03970,0.0010865335124309022
AT4G39360,0.0010863470948906174
AT1G16510,0.0010861504095005272
AT5G08400,0.0010860869909185013
AT5G17640,0.0010860554965675655
AT2G40980,0.0010855408942421214
AT1G49140,0.001083705170136063
AT5G39510,0.0010835165216858628
AT5G02190,0.001083129365954996
AT4G22100,0.001082949645170986
AT2G36390,0.0010822100667161366
AT2G23150,0.0010821103358558744
AT1G09460,0.0010818633727237134
AT1G64185,0.0010817198245270366
AT3G62700,0.0010815287901153434
AT1G09640,0.0010813852024074537
AT2G42260,0.0010813551031062644
AT5G20960,0.0010808872490387434
AT1G10522,0.0010805981355473176
AT4G26750,0.0010803298079931837
AT4G38970,0.0010796098587106135
AT5G64130,0.0010789579213957914
AT2G48070,0.0010780583983248534
AT5G59130,0.001077874146049689
AT3G46550,0.0010778581287197568
AT3G04300,0.0010777060067740894
AT2G33860,0.0010774780860203141
AT1G33270,0.0010770143731239346
AT1G68470,0.0010770024102523075
AT1G43700,0.0010768594091339627
AT4G38660,0.0010767015591676382
AT1G76990,0.0010766053624426109
AT1G47200,0.0010764425641804037
AT4G33690,0.001076415280260358
AT2G01190,0.0010764089975170083
AT3G63120,0.001076332310213165
AT1G49400,0.001075923298242431
AT3G04840,0.0010755910947801003
AT5G56650,0.0010755319734799523
AT4G25870,0.0010754750870961012
AT5G59000,0.001075297552809308
AT5G06790,0.001074841320265086
AT1G30200,0.0010747489621833297
AT3G20250,0.0010742353135609374
AT3G03960,0.0010741401660474181
AT5G66680,0.0010737231580755684
AT5G12860,0.001073438054005191
AT1G01540,0.0010731091810894328
AT3G50980,0.0010729712549054735
AT2G35350,0.0010728901905259832
AT4G01150,0.0010728893154654416
AT5G16870,0.0010724251244741763
AT3G02650,0.0010721555861638553
AT2G35880,0.0010713991580849301
AT2G20710,0.001071359378858941
AT4G27720,0.0010712575156365438
AT5G57800,0.0010709163017756647
AT1G34130,0.001070156716667941
AT5G03820,0.0010700157607844412
AT2G38680,0.001069664685688403
AT5G49690,0.0010696333097890787
AT5G64430,0.0010696130380041077
AT3G06320,0.0010692938479603727
AT2G27040,0.0010690439068432307
AT5G19770,0.001068496242566388
AT1G52720,0.0010680122140681156
AT4G27840,0.0010679864878707294
AT2G02180,0.0010678791975207579
AT2G25640,0.0010674279418927204
AT3G06170,0.0010671258909427752
AT4G12060,0.0010669813471141897
AT1G48860,0.0010661340432456705
AT2G45070,0.0010659601546741456
AT1G49410,0.0010655345198111845
AT3G03160,0.0010654334210248404
AT2G29980,0.001065333563203723
AT1G68560,0.0010643867526020667
AT2G47580,0.0010642691668641719
AT3G61650,0.0010641714793046394
AT1G15760,0.0010641645168579076
AT5G07140,0.0010641558210294005
AT5G10700,0.001063598313441064
AT3G20260,0.0010635423257761294
AT3G28760,0.0010633324805272837
AT1G79720,0.0010632780149190015
AT1G20200,0.0010630524186034322
AT2G01275,0.0010629263906579741
AT3G46290,0.0010627351072764236
AT4G39980,0.0010622919065939687
AT4G31510,0.0010618353181495036
AT2G41110,0.0010616737447348955
AT5G11690,0.0010615898709953467
AT5G56530,0.0010615759737321023
AT3G14050,0.0010604224658845275
AT1G75180,0.0010601756733229172
AT2G17695,0.0010600799954703735
AT2G01860,0.0010595706910782056
AT2G32520,0.0010595203819758366
AT4G25320,0.001059367494581008
AT5G08415,0.0010592227755077596
AT1G19240,0.0010588454147124784
AT5G49510,0.0010584993815082502
AT5G44670,0.001058430336964688
AT3G04950,0.0010583591483506857
AT4G34640,0.0010583300756502754
AT5G64950,0.0010579028254383796
AT4G36250,0.0010576688274122256
AT1G43650,0.0010573581057081965
AT2G01660,0.0010572409881355776
AT3G53960,0.0010568699172041835
AT1G50900,0.0010565093342145564
AT1G22270,0.0010555371843997531
AT1G51080,0.0010554910891935638
AT5G62960,0.0010553467426562529
AT3G56370,0.0010552368940243237
AT2G18465,0.0010549481481069087
AT5G50740,0.0010548137716692577
AT3G15450,0.0010547531983090116
AT1G47056,0.0010546412981333375
AT2G16440,0.0010545699736707597
AT4G11100,0.001053602186943805
AT3G05530,0.0010534889954007805
AT2G15400,0.0010532727119886049
AT1G74260,0.0010531263022913444
AT1G57660,0.0010519360771986267
AT1G25490,0.0010516105838270292
AT4G09800,0.0010513096798765414
AT4G18680,0.0010509603985443805
AT3G53700,0.0010509352118500414
AT4G27860,0.0010504464290430474
AT4G19985,0.0010503739920036596
AT3G07540,0.0010494746829978413
AT4G24920,0.0010494500548944255
AT3G61260,0.0010490237957727212
AT5G08260,0.0010489832988978493
AT1G72470,0.0010486222122784092
AT2G45510,0.001048467620835887
AT2G28410,0.0010484329026370733
AT1G15690,0.0010484127997187898
AT1G27930,0.0010480586536261076
AT1G11170,0.0010476309735743517
AT5G03010,0.001047584327502188
AT1G64820,0.0010472239610989382
AT1G50270,0.0010470409022535114
AT4G13830,0.0010465518383550917
AT3G23370,0.0010464409249466313
AT1G03860,0.0010464082332401644
AT4G20880,0.0010462835763766771
AT1G07820,0.00104626101987194
AT4G11740,0.0010459624513656954
AT4G23840,0.0010458457984009616
AT1G10780,0.001045573603168802
AT3G08570,0.001045551002110337
AT1G63130,0.0010444314249082398
AT5G40580,0.0010443015869182263
AT5G62190,0.0010442876279474931
AT2G18110,0.001044119433043053
AT5G45310,0.0010438966154064865
AT1G31812,0.001043778412179252
AT5G02500,0.0010431543610771954
AT1G55680,0.001043015143088407
AT3G48860,0.0010429829026755134
AT3G23175,0.0010429620169931314
AT1G27700,0.0010427275604032028
AT5G23903,0.0010424787123835663
AT4G21065,0.0010424547512275816
AT4G31700,0.0010423796272415174
AT5G56550,0.0010413913614684134
AT1G76405,0.001041183631934496
AT3G18050,0.0010409251723403135
AT2G44730,0.0010407429418373335
AT5G48830,0.0010398814553775105
AT5G50460,0.00103969232383596
AT1G17650,0.0010396147204291878
AT3G63290,0.0010395274354628276
AT1G21090,0.0010393913802130832
AT2G18380,0.0010382633850043285
AT2G18050,0.0010378022657105363
AT4G13340,0.001037272669985018
AT2G38410,0.0010372584499087174
AT5G19520,0.0010372545615080272
AT1G01500,0.0010372513948201645
AT5G16550,0.0010370662192006512
AT3G15355,0.0010367923630239394
AT4G30290,0.0010366971874196979
AT1G60730,0.0010364376394596847
AT5G08590,0.001036251824212119
AT5G06590,0.0010362393494446384
AT1G33240,0.0010362240120022899
AT3G59580,0.0010360335873895255
AT2G27775,0.0010360034256555542
AT5G12840,0.0010357595329659938
AT1G01355,0.0010354268096410965
AT4G25630,0.0010351790675209671
AT3G55420,0.0010351023107731739
AT3G48460,0.0010349679447429054
AT5G40950,0.0010349118234398126
AT1G02310,0.0010348478857320261
AT1G71260,0.001033583939439452
AT3G23390,0.001033365278124597
AT4G29350,0.0010333199516716826
AT5G01890,0.0010329559767733717
AT3G51010,0.0010323216233528115
AT3G53890,0.0010317395519703933
AT3G52590,0.0010315946836939635
AT5G24840,0.0010315008369190441
AT1G25320,0.0010313036307928697
AT5G56010,0.0010309929674332137
AT1G16240,0.0010307121118773776
AT2G42400,0.0010304260887338227
AT5G42450,0.0010302816047937362
AT1G48350,0.001030263751619967
AT2G38140,0.001029793068862747
AT1G20090,0.001029604669959473
AT4G22310,0.0010288136225058166
AT1G63260,0.0010286294976750365
AT1G24170,0.0010286056166927365
AT4G00370,0.001028422096226942
AT5G23880,0.0010283639427212574
AT2G05990,0.0010281795845072292
AT2G34315,0.0010281146599401283
AT3G53680,0.0010276262463649582
AT3G16080,0.0010274417530391601
AT1G11820,0.001027186357359939
AT1G11125,0.0010271121799736579
AT5G59690,0.001027109011685545
AT3G51670,0.0010266783295414421
AT5G02880,0.0010260142594751978
AT1G30630,0.0010257189157838885
AT3G10250,0.0010256757459616512
AT5G49170,0.0010249760105326931
AT1G10630,0.001024964488040703
AT5G61060,0.0010246256719302104
AT2G43460,0.0010245581466227158
AT1G13230,0.0010245559461520915
AT2G46890,0.0010243858383155039
AT2G37640,0.00102431376295568
AT3G25520,0.0010242958822437927
AT4G30330,0.0010240711729503473
AT1G77940,0.0010239786494787063
AT3G18130,0.0010237072589306185
AT2G42740,0.0010236714033798986
AT1G13710,0.0010235251785518271
AT5G67590,0.00102331912048497
AT3G56020,0.0010232388074689857
AT1G30810,0.0010230163525538725
AT3G13570,0.001022853531404634
AT3G52560,0.001022738331812434
AT3G03240,0.0010226591845758212
AT3G59650,0.0010221292982408423
AT1G08220,0.0010221061389598571
AT4G04210,0.0010219115431971636
AT2G24560,0.001021729134571373
AT1G63850,0.0010215879302461562
AT5G02410,0.0010215820156294216
AT1G24360,0.0010214828218545623
AT3G03050,0.001021351435156248
AT2G26900,0.0010211078887193794
AT4G03210,0.0010207192799153067
AT5G57123,0.0010203140240886155
AT1G49040,0.0010199999555361846
AT3G04230,0.0010199811319661065
AT5G06660,0.0010197834025912247
AT1G72690,0.0010196903141737102
AT1G54385,0.0010195643947013254
AT1G07150,0.00101942805771545
AT1G32900,0.0010192352985333992
AT5G28500,0.0010191396369136092
AT5G64320,0.0010185982405518984
AT2G01200,0.001018518269764955
AT1G06515,0.00101834078012399
AT5G06390,0.0010182187983492107
AT1G14920,0.0010178762452516268
AT1G23820,0.0010177080384661927
AT3G19660,0.0010172506754545943
AT2G45380,0.001016917947536173
AT3G06145,0.0010168422604807876
AT1G04340,0.0010167997318638277
AT4G12570,0.0010167761637707303
AT1G64620,0.0010167319225567188
AT2G31955,0.001016693166254495
AT5G16440,0.001016558266961004
AT5G11340,0.001016536540583165
AT2G40765,0.0010163032827763287
AT1G33710,0.0010161739611548105
AT3G26680,0.001015300510322766
AT4G21105,0.001015141848739991
AT1G64107,0.0010148754729384622
AT2G28400,0.0010147933139475604
AT1G30110,0.0010147887236759939
AT1G69440,0.0010147344087445048
AT3G45030,0.0010141676742748558
AT3G01990,0.0010141034011362131
AT2G22240,0.0010140315779481861
AT2G15440,0.0010138320360079266
AT3G52950,0.0010137722482669014
AT5G64350,0.0010136901307961597
AT2G41780,0.0010136023559460204
AT1G16520,0.0010129714781076564
AT4G13930,0.0010129530761056416
AT3G02190,0.0010125705750535325
AT1G11280,0.001012422255486474
AT4G23620,0.0010119951673661053
AT1G24510,0.001011912432912578
AT1G08350,0.0010112680504363784
AT3G52880,0.0010112296092728097
AT4G35160,0.0010110296821903254
AT2G25310,0.001010957670794458
AT5G65220,0.0010105474780002738
AT1G41880,0.0010104415899760066
AT5G27430,0.0010101153265502116
AT1G74600,0.00100995002471388
AT4G32600,0.0010099246024489006
AT1G73790,0.001009885568294786
AT5G44390,0.0010098023548253659
AT4G10050,0.0010090188505135394
AT2G38480,0.0010086401637210334
AT1G76185,0.0010084026614060372
AT1G02190,0.0010083099708176229
AT1G21840,0.0010082539001008558
AT1G15000,0.0010080963469521567
AT3G05180,0.0010080141093360136
AT1G72010,0.0010079471753612515
AT3G13682,0.0010077554572858448
AT1G16870,0.0010074602975657422
AT1G08360,0.0010073326551650144
AT5G03990,0.0010072824330057337
AT5G57880,0.0010072690370007081
AT2G20740,0.0010071417935342893
AT5G06000,0.001007044093495108
AT5G19370,0.001006401540738047
AT5G02800,0.0010059458040526392
AT1G11530,0.0010058208484028737
AT2G30960,0.0010057619533366546
AT3G13230,0.0010056495678477
AT1G12990,0.0010056197218004913
AT1G47750,0.0010051771780495132
AT4G35500,0.0010050810382427366
AT5G42620,0.0010050447824222473
AT5G24530,0.0010049363061832854
AT2G44990,0.0010044531323707866
AT2G09990,0.0010044158880651894
AT4G08780,0.001004413924615792
AT5G47210,0.0010043056416502104
AT3G16420,0.0010042870909055177
AT2G04100,0.0010041135140028605
AT5G13610,0.0010040872061663436
AT2G40205,0.0010035532638390072
AT3G51850,0.0010028563856509737
AT3G07370,0.0010028058018121291
AT1G64900,0.0010023715902529539
AT5G48950,0.0010021947782200796
AT1G31180,0.0010015967122796346
AT1G26770,0.0010012926024869616
AT3G61090,0.0010011170701246452
AT5G20160,0.0010011054669754416
AT4G29760,0.0010011027943389158
AT3G46560,0.0010010583519263641
AT5G11880,0.0010010539636950162
AT2G17560,0.001000960861220628
AT1G62760,0.0010003242707999917
AT1G80810,0.0010003017226994462
AT5G23540,0.0010002591390983508
AT3G45230,0.000999842900443893
AT1G36310,0.0009996653423030106
AT3G56250,0.0009996190930007887
AT2G27710,0.0009996160772084582
AT5G15150,0.0009994956929438535
AT5G55580,0.0009990470785805306
AT1G70470,0.0009984590076414803
AT3G43610,0.0009981364160076922
AT1G75330,0.0009980608773258622
AT3G52800,0.000997951515031834
AT3G51370,0.000997918847593909
AT2G21490,0.0009978465755990282
AT5G08530,0.000997815849782628
AT1G31440,0.0009978058307889932
AT1G74720,0.0009976448712257456
AT4G01030,0.0009975058448064742
AT3G58100,0.000997351892727215
AT5G05220,0.0009972342456502346
AT5G40080,0.0009968985653853728
AT4G14800,0.0009967988085066545
AT5G08040,0.0009964594677443575
AT3G17810,0.000996141809304091
AT2G43840,0.0009959885159839324
AT5G04930,0.0009959766063235016
AT4G11600,0.0009954976031863974
AT4G01220,0.0009953510552229172
AT3G53850,0.0009952196718747669
AT1G67250,0.000995158159455485
AT3G08600,0.0009949629580383956
AT5G64460,0.0009949123333989277
AT4G38010,0.0009948390662096163
AT1G70350,0.0009944410434676498
AT5G14450,0.0009942819619303733
AT5G54760,0.0009941956088391922
AT4G35080,0.000993934699354098
AT3G24830,0.0009939021401805803
AT2G27090,0.0009936412091496717
AT3G50750,0.0009936100486120727
AT3G27870,0.000993551745189426
AT4G36040,0.000993185681239348
AT5G67460,0.0009931736231355668
AT5G65100,0.0009931247218619205
AT4G12390,0.0009930846915002676
AT5G54080,0.0009927667898075843
AT2G34480,0.0009927247656263188
AT3G14900,0.0009924493565392103
AT4G30020,0.0009924477958923525
AT3G47836,0.0009924288053666773
AT3G12600,0.0009923400518541885
AT5G49540,0.0009922466420972296
AT2G35680,0.000992214687749201
AT5G61390,0.0009921337756985608
AT1G32250,0.0009919326866477322
AT1G28350,0.000991662313441062
AT3G02980,0.0009916350367048731
AT3G09700,0.0009914640505036304
AT2G47450,0.00099117053911028
AT1G11680,0.000990977566715041
AT3G50920,0.0009909654592452689
AT3G04920,0.000990735150687986
AT1G22300,0.0009903002632015586
AT3G05420,0.0009900692905980173
AT2G42950,0.0009897583498784542
AT1G11130,0.0009896354112461727
AT1G71860,0.0009896224134386506
AT4G09012,0.000989505602267889
AT4G19006,0.0009894144678594475
AT1G72810,0.0009884975947840493
AT1G76020,0.0009884149812587797
AT2G15690,0.0009882660660763048
AT5G13850,0.0009878536448128744
AT5G62940,0.0009875602562818971
AT5G27820,0.0009875333723553185
AT4G11850,0.0009875061791084405
AT3G05120,0.0009873418824364434
AT3G30775,0.0009867193195209957
AT3G12260,0.0009863793911099952
AT2G04450,0.0009863511248205455
AT5G23530,0.0009863041009742154
AT5G09390,0.0009862869041102431
AT5G03180,0.0009861078476746967
AT5G55480,0.0009860629633973836
AT2G28720,0.000985868274428752
AT4G35240,0.0009855582429275883
AT2G29670,0.000985191762152635
AT1G12460,0.0009850604963250152
AT3G30300,0.000984903669045189
AT5G66330,0.0009848037088080604
AT5G48500,0.0009845531633259328
AT4G37240,0.0009845325928122465
AT5G13050,0.0009840378483250455
AT3G13580,0.0009836435728394013
AT3G49910,0.0009835145327640562
AT4G26680,0.000983208015043866
AT2G41050,0.0009832007599700923
AT3G13674,0.000982956706599297
AT5G08340,0.0009827860840117336
AT1G19530,0.0009827858424315205
AT5G60670,0.0009827211053815045
AT3G26360,0.0009826816090889557
AT5G60300,0.0009824165597681804
AT5G02820,0.0009822288457719797
AT1G06080,0.0009816822599025762
AT1G79560,0.0009816701429464288
AT5G18380,0.0009812966668447834
AT2G18250,0.000981204421010791
AT1G70810,0.000980889854239465
AT5G63680,0.0009808431075933048
AT2G03810,0.0009807252576184177
AT1G10330,0.0009806144920316278
AT4G24820,0.0009805396498277447
AT2G25737,0.0009804864689785858
AT2G22770,0.0009802639002902905
AT1G13400,0.000980218510621738
