Gene10,6.1616076,4.386093891,5.588779584,6.46649817,6.621213424,7.408663491,4.819511674,5.602131282,4.655929658,13.60810133,12.8912588,11.76820688,2.707626868,3.626824366,2.778424516,4.718851389,2.954204697,3.467093563,3.008726756,5.811108531,3.007003813,15.09203112,18.10266061,16.61303878,18.08277085,16.53947003,16.98768018,19.0306113,19.10653237,18.11541324,16.0643504,9.730282389,9.970924185,9.88120191,13.87388316,13.88004788,13.63434016,17.24183574,22.94701151,22.66873455,8.075903549,8.600566732,9.292362443,17.99476115,18.98587137,19.10172731,26.52790519,22.58210271,22.35652733,8.609081091,8.037603129,7.812514468,7.653592052,5.663786475,7.816953159,6.539459116,8.411511138,6.132490167,6.612222281,5.161374464,9.778767039,8.980269849,6.977405664,6.903388733,6.623780528,5.807183595,5.547370422,5.039541427,4.881669634,11.13666442,9.61483663,11.74157855,13.16349443,13.21050974,13.60451433,6.14841657,9.100678525,10.76392085,10.34852996
Gene11,0.041897268,0.020632728,0,0.041030558,0.020128427,0.024353899,0,0,0.023096727,0.043680271,0,0.065194473,0,0,0,0,0,0,0,0.01957405,0,0,0,0,0,0.128931864,0,0,0,0.040513068,0,8.429548372,10.93050272,7.805338664,0,0,0,0,0,0.041579285,8.493839538,6.172304738,19.56068125,0.037767607,0,0,0,0,0,0.701617846,1.077775104,0.534746747,0,0.334942477,0.063664806,0.093496275,0.031764563,0.157106434,0.085568691,0.088940534,0.263509202,0.86652331,0.182173164,0.25431424,0.382144868,0.2218198,0.218449063,0.148646951,0.113960272,0.114391276,0.064178692,0.295259219,0.603374835,1.773566338,0.664312193,0.03226017,0,0.099553194,0.128705838
Gene12,0.565922709,0.530846254,1.628480713,0,0,0.031329294,0.276689236,0.397512116,0.86164932,0.337146527,0.029285704,0.027955781,1.935231743,1.999538097,1.835644131,1.048956497,1.128127823,1.726298018,0.035797242,0,0.129498638,1.489274857,1.129558461,1.396630203,1.213727873,0.995161638,1.808099907,0.673559327,0.907593902,0.104233481,0.343017465,0.146538838,0.241354968,0,9.006008693,8.108075766,20.06333442,19.38679507,19.99683886,15.88924677,0,0,0.365235277,16.42170656,18.74911762,16.95839957,21.46294439,18.77607989,17.62998925,0,0,0,0,0,0,0,0,0,0,0,0.169491492,0.115314951,0.046870168,0,0,0.081529425,0,0,0.036650137,0.036788749,0,0,0.073923072,0.036799156,0,0,0.042875217,0.042689007,0
Gene13,41.44809328,43.60984921,47.01014033,59.04368979,60.09356946,58.01844235,46.14623687,52.84921481,52.09395786,81.70838936,79.6040899,73.40108014,20.61276779,32.7763884,28.59900499,35.83893273,36.76032068,34.76147364,19.46612475,30.56008865,29.67868031,37.83038164,49.79510103,46.51433247,51.3468873,50.5579536,54.66134379,50.97696928,61.36506125,45.05057443,48.85895901,75.95407117,67.43157722,77.19818146,48.27077015,54.43157235,54.9509839,49.81330128,51.46725724,54.50918959,45.90251782,58.57688821,46.85739358,52.61212019,49.45284524,50.38952482,49.93651713,53.34388544,55.79324316,44.98284251,47.13249057,44.29661792,28.9357166,22.39131102,30.54339299,28.22871106,35.01467717,32.08076761,32.78072485,29.32182847,36.94673265,32.1996846,38.11653102,33.10284406,33.67003946,39.60980581,38.38848881,23.21478004,27.59845573,34.84659381,42.05264596,43.93913834,33.7723115,29.98181046,35.63331194,35.42043692,41.25714314,40.64420837,35.90487252
Gene14,0,0,0.018575726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030283921,0,0.032849577,0.03368734,0.09756558,0.386094632,0.739947773,0.570471465,0,0,0,0.060961754,0.273542482,0.121259101,0.744537631,0.649986189,0.493806225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025186054,0,0,0,0,0,0,0,0,0,0,0,0
Gene15,0,0,0.06830198,0,0,0,0,0,0.068540287,0,0,0,0.757324354,1.019056348,1.402677216,1.846652781,2.257952363,1.729996309,0,0,0,0.468475407,0.093060214,0.161088597,0,0,0,0.08632105,0.232628235,0,0,0,0,0,3.261227117,3.777931299,4.484294627,9.227724393,10.5119868,9.439172747,0,0,0,1.849263923,1.78809155,2.285049996,5.594453192,6.316337268,5.730802609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16,2.06995153,2.548420699,2.405479307,2.65086406,2.027154435,3.146868,3.26964993,3.984418484,6.671064588,17.43033525,19.6395048,10.48876507,6.278690409,7.31526126,8.371715522,4.240589424,2.058484919,2.758982071,2.379474651,0.669505747,3.060583195,19.2987194,20.14124851,18.15445048,20.31879711,20.8247745,17.80533589,19.12486833,16.23658026,15.9355331,17.6071899,3.246855863,4.991180595,4.68371564,49.70895111,37.1927776,79.78093732,113.0949862,117.4999067,111.5608753,5.267467605,6.037832033,5.582211733,25.97940281,27.05257237,28.05046313,46.81947885,40.30309877,41.25146969,3.767795011,4.778659123,4.00806831,10.69638436,9.141884901,5.806865629,7.224936015,3.440478635,3.642125613,4.552752459,5.295505817,7.448243721,7.835423192,7.477204709,5.980217864,5.08308288,6.924704243,6.819477565,14.80090975,15.32078585,12.17256352,11.70747431,10.99665646,6.169464379,7.446932792,7.447754535,12.9345175,10.51316367,9.899989044,11.12783714
Gene17,0.084441242,0.124751796,0.185552458,0.041347221,0.162270189,0.294502271,0.275857255,0.133453627,0.651699486,0.176069539,0.412938119,0.043798418,0.86626691,1.639194683,1.330108344,0,0.363885059,0.177350623,0.72908759,0.43395258,0,0.318170728,0.252811872,0.328215797,0.950775803,0.77956157,0.269786315,0.469007866,0.473976823,0.244954426,0.268703318,0.229582899,0,0,2.050834971,2.523764904,2.111590231,4.178080284,3.527675237,3.854816913,0,0,0.07220383,4.034263377,2.352907678,2.879756578,6.817403557,4.130436494,3.853607702,0,0.060338506,0,0,0.061368633,0,0,0,0,0.057486059,0,0,0,0.073431652,0.128138487,0,0.063866214,0.440269996,0,0.057419895,0.345822357,0.064674007,0.238030365,0.11581553,0.172960092,0.066943919,0,0,0,0
Gene18,2.992979463,2.684644722,3.993068182,3.716171689,2.824441169,3.603765176,3.716496555,3.575805956,4.743580938,4.262621414,3.862381808,3.742426602,2.021831,2.858912113,2.525627917,3.230009321,3.191530618,3.339494909,1.987858547,3.495736762,2.285772959,4.900302884,7.120632492,5.124258632,7.221384399,6.990032474,6.403424306,7.347108051,6.19995642,7.441965032,7.483190512,0.823433059,1.053068947,1.191010184,8.878669965,7.986932197,8.430265279,9.494342505,9.515978097,9.177373115,0.770699494,0.419308017,1.188214048,8.912944519,7.061900994,7.858148206,10.29714248,9.784459635,9.219776595,1.011756818,1.069334747,1.212706278,0.733510844,0.621480529,0.974564678,0.755364651,1.944975471,1.322719958,1.346248887,1.474935689,1.470631431,1.181609426,1.254897231,1.540970375,1.137456555,1.131853718,1.114654253,0.075848325,0.218059363,1.532188517,1.882992967,2.184547346,1.172864598,1.204202955,1.101654916,0.246915248,0.170064713,0.507978334,0.903006623
Gene19,0.038680912,0.190488012,0.148746535,0.094701843,0,0.134905838,0.288834089,0.16302012,0.44779654,0.020163519,0,0,0,0,0.032934979,0,0,0.081240917,0,0.036142791,0,0,0.057904133,0,0,0.059517032,0,0,0,0,0,0,0,0,0.075155851,0.077072551,0.037203037,0.478474598,0.500178195,0.191936701,0,0,0.033075189,0.17434138,0.10430534,0,0.319389722,0.247848269,0.211831648,0,0,0,0.027940485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026302952,0.211219446,0.177755528,0.245333569,0,0,0,0,0,0,0.059412695
Gene20,4.145800358,4.674282752,4.135480587,3.899773326,3.852443387,3.361115549,5.040710308,4.511790833,5.021991726,3.781952371,3.971800653,4.046081655,3.147852915,5.247628296,5.178814273,3.464356175,3.123124607,4.038610961,1.412996675,1.452662161,1.782506324,2.192447108,2.449790253,2.049634403,2.354479349,1.426882697,2.004277889,2.348129306,2.245425812,1.951667992,2.343402973,0.889879014,0.537410186,0.437619896,1.483846294,2.065149126,2.88624976,1.764787966,3.092817835,2.165439701,0.323901735,0.190208417,0.186577989,2.114448019,2.206459124,2.640883297,2.202060194,1.847513655,1.543474184,0.158869989,0.194896812,0.270758918,0.039403248,0.19822418,0.165782429,0.365194853,0.124071842,0.490924035,0.297093194,0.308800182,0.257315609,0.23342243,0.237188421,0.248336769,0.331700294,0.412583023,0.203156739,0.154829986,0.296751251,0.744683945,0.417801456,0.653523896,0.037409076,0.14897892,0.216232672,0.294017907,0.086788723,0.734500249,0.335148534
Gene21,13.67405976,9.520379737,14.02467329,20.3011766,19.61093038,19.92975699,10.13824801,15.15248362,12.51399755,34.8323463,33.54453352,33.62838315,0,0,0,1.673205304,0,0.123790579,0,0,0.06473793,14.29790787,13.31031158,11.5201724,13.84164835,14.6138655,15.49527309,13.65588384,14.93485544,12.66865369,9.967191536,11.81261562,12.75939914,13.70904019,9.357795834,9.35563057,7.450423486,7.114481238,7.604698317,6.449860136,13.34162602,11.65566061,13.50672032,9.574526825,9.083630097,9.601945076,7.230511394,7.744670788,7.902337694,5.664616351,5.294611011,4.155378858,3.114000208,2.227433085,4.298970223,3.432253475,4.570688793,3.687759178,3.118302706,2.550045827,9.664611345,6.581403924,6.619246679,3.833166484,3.686336774,6.062684351,6.246506891,2.389855986,2.427644466,3.011549032,3.353435432,3.560249689,8.499657932,7.289550368,8.677833637,3.812147743,4.902990354,5.681974453,4.526494879
Gene22,16.97573652,18.06921456,17.24805181,19.78573616,21.44315922,22.32695718,20.2667734,18.69343516,18.02513944,27.30989095,25.71599192,25.94542333,6.819520772,11.09978122,9.510798963,10.29995197,8.978059179,9.876757306,8.236339627,11.26169027,11.22629897,22.16711608,21.62292733,21.54308441,20.48242456,22.58254504,19.95854288,21.73385013,18.94431802,24.70093297,21.72586091,29.5486113,27.24588759,28.31764302,23.07110622,23.60613757,23.67548025,23.95928885,22.54453644,25.85802892,24.49145638,31.78233842,28.67372177,23.73876211,25.55490075,24.6786108,22.19506778,22.33147775,18.1106771,33.24159426,32.6901876,33.06472348,44.72070298,42.29452477,32.11192585,30.98996131,28.94477937,32.88149051,30.44916973,30.43301632,37.02535994,36.33661064,37.03729557,29.03778193,28.98314292,34.53117235,34.69833327,32.62696899,35.34102243,40.29340769,39.66352135,44.3504773,43.85886355,41.31956106,42.71257486,36.87065553,37.05788991,32.5561281,33.81443434
Gene23,41.31172965,36.62824423,37.17083222,54.77529368,56.02932091,56.32805376,40.66237404,40.1683567,34.62950446,59.28745997,64.06213707,63.26927,10.08291178,13.31089152,18.20269847,22.81258262,16.69319103,19.10288639,27.7204542,13.18469747,23.3238689,41.74439978,42.24623866,35.24282386,39.4009161,35.70625598,41.95955712,41.31147258,44.05529522,37.31662732,31.37715146,68.33165642,67.52726264,73.42105872,43.01864622,39.3788556,41.82906814,40.91680612,35.86501081,35.93668553,60.56710808,66.24446155,64.61665837,45.33261636,40.85748309,41.57127244,32.21196715,32.98599371,37.93654419,107.3181764,110.4866348,92.45968437,97.75014277,89.26820258,107.5959245,93.96005559,111.1044751,96.38892957,102.7751203,98.94543888,131.1161541,127.8527966,102.0105015,118.0919888,112.1625584,102.4806773,107.5081111,120.271452,105.3735366,101.8846655,83.00847792,118.4898514,138.2719168,162.2722714,134.5098738,126.2554942,142.205008,180.3674047,172.6040989
Gene24,2.949981795,2.52175118,2.73154974,2.707261405,2.816653553,2.825571414,1.160269207,1.485663016,1.145526034,1.605461596,1.350874059,1.578228468,0,0.464209063,0.252756813,0.114027477,0,0.05845095,0,0.052007795,0,1.817611947,1.499784382,1.490381712,1.880131512,1.198991377,1.422652253,1.339649165,1.666267358,1.363468871,1.35790211,2.185894672,1.063458634,1.753023884,0.468631689,0.517551143,0.499645438,0.211846982,0.369093928,0.55237597,1.196069033,1.16447362,1.047060489,0.535187492,0.700422489,0.698605756,0.340434782,0.441556925,0.270947456,0.081051404,0.132575157,0.078933871,0.723691046,0.404515624,0.19734856,0.165611619,0.028132569,0.083485628,0.505231158,0.23631293,0.37924132,0.370490252,0.322686573,0,0.028204167,0.02806524,0.138193828,0,0.025232483,0.227951219,0.255781938,0.183049272,0.330809329,0.380026171,0.205923906,0.142857538,0.177109545,0.176340347,0.028497368
Gene25,29.36963008,29.20070526,35.09564128,28.51236309,29.48926719,28.36329925,29.97713638,32.84949173,38.38720741,26.7165408,25.17807412,25.94640037,16.95839066,22.53923559,20.10219916,16.03922091,15.31204351,17.51462205,5.219192321,8.64210879,7.184705156,25.53323305,33.41650334,31.14470558,32.40786279,36.87966421,36.95623413,39.07563739,40.33537023,29.99075494,35.29573412,22.16373396,19.53574154,23.14211943,73.8758286,70.68301827,78.49177979,86.09639503,86.15587697,76.56543722,12.56444074,13.43749926,11.734084,76.8987671,70.74139655,74.07709461,85.56129727,87.11391284,87.41199471,4.658198868,4.555064104,4.10914823,5.441798421,3.87473077,4.649534813,3.707214097,4.657200301,4.519948291,5.507508953,4.855191233,4.446638025,4.116401728,4.233210293,5.628165026,5.373815821,4.312941121,4.368263414,2.105387898,2.72694101,3.46507931,3.497544463,4.198292984,3.958251619,3.687634094,3.528414592,3.337677855,4.573114251,4.186055114,4.308139647
Gene26,3.169306389,3.399864578,3.304706886,3.657278341,4.208995305,4.177316264,4.239443423,3.849706824,3.427520173,3.914507552,4.124205249,3.559977917,2.976936283,5.172665899,5.242338855,3.763327515,2.41089266,3.264625772,1.501634843,1.358069644,1.513270431,3.650996529,4.23063409,4.55090148,4.84893989,5.839383263,5.869096748,5.718212145,4.683467343,4.0991451,4.239619927,1.90266172,2.024888026,1.763398251,6.040200887,6.981637153,8.154155746,6.317375729,8.071891576,6.691174429,0.753420951,1.091016226,1.001147787,6.114171495,7.185356817,6.985741901,7.18584784,7.171028558,6.791638639,1.410986598,1.211668444,1.202358,0.933215139,0.557493752,1.717775134,1.411496396,2.387516345,1.786425206,0.852048245,1.171308227,2.602726364,3.109674039,2.598094696,2.113677105,2.178783084,1.893227567,1.593811204,0.916737166,1.482504798,1.488111703,1.391496889,1.280338607,2.325712595,1.764186857,1.728402351,1.647598501,2.11971276,2.845986328,1.953384169
Gene27,30.59679611,41.58305437,37.33804981,40.96944491,54.21218702,41.35711348,38.05425412,45.14592381,41.44287867,62.79467009,70.48756078,59.7541013,21.05739598,32.51866933,34.80118379,27.4775278,28.24207814,25.34104236,6.765342876,11.8192374,14.62276929,16.30618765,26.34841746,26.49472999,28.45622609,26.72703555,28.32245654,27.25489557,26.97957585,20.26978044,24.33056782,16.3574305,18.84246215,18.21738352,13.0177601,14.08547037,16.70659392,12.25836828,10.34106489,13.10405367,13.77793884,16.68018696,15.138395,22.54805953,20.16752248,22.66968196,13.37671352,15.33244692,18.83021972,11.33948518,9.625356107,11.5162534,4.892814146,3.953167895,8.616354317,7.825079668,11.74929166,10.69869023,8.681242279,8.188170444,13.67625999,14.16299391,14.52537123,11.50535514,12.07172381,8.868503168,8.561739606,4.824626853,7.275475763,7.215426111,8.469738296,8.516403507,7.425269229,7.497757204,7.302448999,10.64847165,12.85868695,15.38373102,11.17257216
Gene28,0.116042737,0.114292807,0,0,0.111499289,0.134905838,0.216625567,0,0,0.120981115,0,0.120379289,0,0,0,0.118865007,0,0.121861375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene29,9.377466692,9.121014214,9.936435197,11.16070503,9.892100329,10.37805045,9.469227398,10.19674871,9.621563015,11.91624444,11.45998741,11.3549928,3.359355712,5.600054084,4.745220063,4.06782467,4.581372921,5.607216219,1.817501606,4.147208053,2.549785863,4.568672872,7.393563053,6.831560348,8.767575273,7.44546404,7.250257407,6.765464018,8.679111108,6.937884945,6.265412044,5.292744465,4.453319914,4.670233762,9.110068088,9.375649157,7.867520254,7.271659202,8.398165415,8.180266916,2.689200963,3.287248987,3.195971205,9.084895125,8.638936428,7.737972175,6.919414814,8.302311629,8.498187274,2.915731564,2.05077304,2.366296428,2.362340599,1.576465246,2.231236459,2.805078376,2.960208174,2.627887483,2.817142521,2.432255548,3.725526392,3.59379004,2.989132195,2.608023007,2.764819507,2.423075822,2.7342507,1.586551975,1.633877474,3.052328077,2.581521466,3.76285039,3.226862889,3.964591976,3.307087932,2.107045975,2.813996707,3.436139572,3.511173761
Gene30,59.11561195,67.01991145,59.83149596,45.5821935,53.81642494,43.89825726,64.82705418,64.22868776,68.06702003,45.18621638,49.26286042,45.61596933,24.39765544,30.86141215,34.54791602,25.95143984,26.41306119,20.89714077,8.897043706,5.351331812,7.649906361,41.08650049,32.11367633,39.36523482,32.60695057,35.84599968,35.51040997,40.7059001,34.32637469,28.53434473,36.60341982,4.222695855,6.868001862,5.624164438,11.97635637,14.11922248,11.3201429,11.45759555,12.45544649,11.65632313,3.458236019,3.300079866,4.150118773,18.32898523,15.79786476,14.71850283,10.86491781,10.04048013,14.53020123,4.311236167,5.132826146,5.23104465,2.173620986,1.763667612,5.236329428,5.054407854,6.32907919,5.678292454,6.079678973,6.250561851,2.899937134,3.322941361,3.038897731,6.481306391,7.451905649,9.177226926,10.84532554,0.895423608,0.660074075,5.698106356,5.873367081,5.540993927,1.86391077,2.584755946,2.154762692,1.868554868,2.857097955,0.538184481,0.745482481
Gene31,0.037952531,0.037380205,0.041698731,0.111502269,0,0.573583793,0.106273197,0.159950366,0.083688437,0.237405954,0.082487584,0.118112484,0,0.098232546,0,0,0.04672855,0.039855554,0,0.070924406,0.036475236,0.095335597,0.113627536,0,0,0,0,0.105398943,0,0,0.120770024,0,0,0,0,0.075621234,0,0,0.075501473,0,0,0,0,0.068423376,0.068227477,0.068050511,0.069638988,0.138960661,0,0,0.054238875,0.161466312,0.054828702,0,0.057670597,0,0,0,0,0,0.05967478,0,0,0,0.057694154,0.057409967,0.056537574,0,0,0,0.0581361,0,0.104107716,0,0,0.058445581,0.060382243,0.060119999,0
Gene32,1.652542551,1.286022422,1.636336415,2.797160454,2.117120226,2.727584747,1.961401977,1.332735082,1.439601634,3.296848174,3.015257373,3.724895632,1.046489195,2.041827396,1.268093185,7.105303004,6.832475809,7.027317663,9.322616318,10.16061072,11.54889137,2.818672844,5.314100156,3.01339522,4.977178786,4.018113123,4.432429608,4.759292931,4.122613537,4.931931815,6.196721532,4.178686006,3.946751648,3.891716195,3.21084055,4.51558838,3.218052782,2.950733885,2.634879944,3.239507021,2.595848447,2.098575439,2.721434305,3.089659916,3.227519536,3.365473014,4.117864296,3.6976717,3.165624782,6.41709488,5.889642511,6.133712647,1.915791367,1.927537421,5.27023844,6.373885664,7.053256146,7.742057735,6.416785631,7.478080903,4.972209458,6.111016628,5.67735822,9.225902803,9.676388538,5.678478833,4.011788187,2.026730292,2.746885778,6.87926095,6.469089052,8.626540003,4.057399947,3.928138386,3.914168496,4.492774428,5.680338091,5.946530956,7.33273567
Gene33,32.41235204,35.2662468,36.30846265,46.11474788,43.66490723,42.87427846,36.84250953,38.82022307,42.4129041,46.64432936,43.25838029,42.29880663,11.76947547,20.53881935,16.62026688,18.07440308,16.42281906,19.1886758,7.757467462,17.61393742,12.99341493,17.83827036,28.4173886,25.08303366,27.6204264,31.46073576,33.28669702,33.88799482,33.7711002,27.97892189,30.6471904,26.70131521,22.99729431,23.13308941,47.7069899,45.10046085,40.68995765,45.85220956,46.98560438,43.52567822,14.30540034,17.44712579,13.61031616,44.50977082,45.09325325,43.37700077,46.93434238,45.74681572,45.58562277,18.14465854,18.04647294,17.46307385,9.201902491,6.817122556,12.9192633,10.41951758,18.06955658,17.28892401,11.02575289,9.684973994,15.80081737,15.15865226,14.48407603,13.08154039,12.00287242,13.2509203,12.81078668,7.911967261,8.842674233,12.63395953,12.14819129,15.0771877,13.62044376,13.07527932,15.19334574,14.16606023,22.82911413,20.12468566,16.88023318
